mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA1137,2,1,0
mRNA1138,2,0,0
mRNA1139,2,0,0
mRNA1140,2,0,0
mRNA1141,0,0,0
mRNA1142,2,1,0
mRNA1143,2,1,0
mRNA1144,2,1,0
mRNA1145,172,89,135
mRNA1146,172,89,135
mRNA1147,172,89,135
mRNA1148,172,89,135
mRNA1149,172,89,135
mRNA1150,57,167,241
mRNA1151,0,0,0
mRNA1152,60,0,2
mRNA1153,60,0,2
mRNA1154,60,0,2
mRNA1155,60,0,2
mRNA1156,60,0,2
mRNA1157,60,0,2
mRNA1158,60,0,2
mRNA1159,60,0,2
mRNA1160,60,0,2
mRNA1161,475,0,272
mRNA1162,475,0,272
mRNA1163,452,0,272
mRNA1164,452,0,272
mRNA1165,53,0,1533
mRNA1166,53,0,1533
mRNA1167,53,0,1533
mRNA1168,53,0,1533
mRNA1169,53,0,1533
mRNA1170,53,0,1533
mRNA1171,53,0,1533
mRNA1172,53,0,1533
mRNA1173,53,0,1533
mRNA1174,53,0,1533
mRNA1175,53,0,1533
mRNA1176,53,0,1533
mRNA1177,53,0,1533
mRNA1178,53,0,1533
mRNA1179,53,0,1533
mRNA1180,53,0,1533
mRNA1181,53,0,1533
mRNA1182,53,0,1533
mRNA1183,1963,2484,1567
mRNA1184,1,0,1
mRNA1185,1,0,0
mRNA1186,0,0,0
mRNA1187,0,0,0
mRNA1188,0,0,0
mRNA1189,0,0,0
mRNA1190,0,0,0
mRNA1191,0,0,0
mRNA1192,0,0,0
mRNA1193,0,0,0
mRNA1194,0,0,0
mRNA1195,1,0,0
mRNA1196,1,0,0
mRNA1197,1,0,0
mRNA1198,1,0,0
mRNA1199,1,0,0
mRNA1200,1,0,0
mRNA1201,1,0,0
mRNA1202,0,0,0
mRNA1203,0,0,0
mRNA1204,0,0,0
mRNA1205,60,75,221
mRNA1206,60,75,221
mRNA1207,1,0,6
mRNA1208,1,0,6
mRNA1209,1,0,6
mRNA1210,1,0,6
mRNA1211,1,0,6
mRNA1212,1,0,6
mRNA1213,1,0,6
mRNA1214,1,0,6
mRNA1215,1,0,1
mRNA1216,1,0,1
mRNA1217,1,0,1
mRNA1218,1,0,1
mRNA1219,1,0,1
mRNA1220,1,0,1
mRNA1221,1,0,1
mRNA1222,1,0,1
mRNA1223,1,0,1
mRNA1224,1,0,1
mRNA1225,1,0,1
mRNA1226,0,0,1
mRNA1227,0,0,1
mRNA1228,0,0,1
mRNA1229,0,0,1
mRNA1230,0,0,0
mRNA1231,0,0,0
mRNA1232,1,0,0
mRNA1233,1,0,0
mRNA1234,0,0,0
mRNA1235,0,0,0
mRNA1236,0,0,0
mRNA1237,0,0,0
mRNA1238,2,0,0
mRNA1239,1,0,0
mRNA1240,1,0,0
mRNA1241,0,0,0
mRNA1242,36,266,0
mRNA1243,36,266,0
mRNA1244,36,266,0
mRNA1245,35,254,0
mRNA1246,0,1,48
mRNA1247,0,1,48
mRNA1248,391,1865,791
mRNA1249,391,1865,791
mRNA1250,391,1865,791
mRNA1251,391,1865,791
mRNA1252,391,1865,791
mRNA1253,391,1865,791
mRNA1254,391,1865,791
mRNA1255,391,1865,791
mRNA1256,391,1865,791
mRNA1257,391,1865,791
mRNA1258,391,1865,791
mRNA1259,391,1865,791
mRNA1260,391,1865,791
mRNA1261,391,1865,791
mRNA1262,391,1865,791
mRNA1263,391,1865,791
mRNA1264,391,1865,791
mRNA1265,391,1865,791
mRNA1266,391,1865,791
mRNA1267,391,1865,791
mRNA1268,391,1865,791
mRNA1269,391,1865,791
mRNA1270,391,1865,791
mRNA1271,390,1865,760
mRNA1272,66,22,172
mRNA1273,66,22,172
mRNA1274,66,22,172
mRNA1275,66,22,172
mRNA1276,66,22,172
mRNA1277,66,22,172
mRNA1278,195,650,532
mRNA1279,196,648,532
mRNA1280,1,12,18
mRNA1281,1,12,18
mRNA1282,1,12,18
mRNA1283,171,1370,1676
mRNA1284,171,1370,1675
mRNA1285,198,0,420
mRNA1286,198,0,420
mRNA1287,198,0,420
mRNA1288,198,0,420
mRNA1289,198,0,419
mRNA1290,198,0,419
mRNA1291,198,0,419
mRNA1292,198,0,419
mRNA1293,407,1114,1032
mRNA1294,407,1114,1032
mRNA1295,407,1114,1032
mRNA1296,386,1086,947
mRNA1297,363,1020,808
mRNA1298,363,1020,808
mRNA1299,386,1086,947
mRNA1300,386,1086,947
mRNA1301,386,1086,945
mRNA1302,363,1020,808
mRNA1303,363,1020,808
mRNA1304,205,481,456
mRNA1305,184,453,371
mRNA1306,150,453,371
mRNA1307,1181,2200,2157
mRNA1308,1181,2200,2157
mRNA1309,840,1761,1445
mRNA1310,840,1761,1445
mRNA1311,840,1761,1445
mRNA1312,341,439,712
mRNA1313,341,439,712
mRNA1314,341,439,712
mRNA1315,341,439,712
mRNA1316,341,439,712
mRNA1317,326,425,706
mRNA1318,326,425,706
mRNA1319,326,425,706
mRNA1320,0,0,0
mRNA1321,1,4,154
mRNA1322,1,4,154
mRNA1323,1,4,154
mRNA1324,1,4,154
mRNA1325,1,4,154
mRNA1326,1,4,154
mRNA1327,1,4,154
mRNA1328,1,4,152
mRNA1329,1,4,152
mRNA1330,1,4,135
mRNA1331,1,4,135
mRNA1332,1,4,135
mRNA1333,1,4,135
mRNA1334,1,4,154
mRNA1335,1,4,154
mRNA1336,1,4,154
mRNA1337,1,4,154
mRNA1338,0,1,135
mRNA1339,0,0,0
mRNA1340,53,161,15
mRNA1341,53,161,15
mRNA1342,53,161,15
mRNA1343,53,161,14
mRNA1344,53,161,11
mRNA1345,0,0,0
mRNA1346,0,0,0
mRNA1347,0,0,0
mRNA1348,0,0,0
mRNA1349,0,0,0
mRNA1350,0,0,0
mRNA1351,0,0,0
mRNA1352,0,0,0
mRNA1353,0,0,0
mRNA1354,0,0,0
mRNA1355,0,0,0
mRNA1356,0,0,0
mRNA1357,0,0,0
mRNA1358,0,0,0
mRNA1359,0,0,0
mRNA1360,0,0,0
mRNA1361,0,0,0
mRNA1362,0,0,0
mRNA1363,0,0,0
mRNA1364,0,0,0
mRNA1365,0,0,0
mRNA1366,0,0,0
mRNA1367,0,0,0
mRNA1368,0,0,0
mRNA1369,0,0,0
mRNA1370,0,0,0
mRNA1371,0,0,0
mRNA1372,0,0,0
mRNA1373,0,0,0
mRNA1374,0,0,0
mRNA1375,0,0,0
mRNA1376,0,0,0
mRNA1377,0,0,0
mRNA1378,0,0,0
mRNA1379,0,0,0
mRNA1380,0,0,0
mRNA1381,0,0,0
mRNA1382,0,0,0
mRNA1383,0,0,0
mRNA1384,0,0,0
mRNA1385,0,0,0
mRNA1386,0,0,0
mRNA1387,0,0,0
mRNA1388,58,13,11
mRNA1389,2,116,428
mRNA1390,2,116,428
mRNA1391,0,0,0
mRNA1392,0,0,0
mRNA1393,112,517,220
mRNA1394,1069,2,1947
mRNA1395,0,0,0
mRNA1396,0,0,0
mRNA1397,0,0,0
mRNA1398,0,0,0
mRNA1399,0,0,0
mRNA1400,0,0,0
mRNA1401,0,0,0
mRNA1402,0,0,0
mRNA1403,0,0,0
mRNA1404,1094,1039,440
mRNA1405,1094,1039,440
mRNA1406,1051,1032,394
mRNA1407,1051,1032,394
mRNA1408,1051,1032,394
mRNA1409,1051,1032,394
mRNA1410,1051,1032,394
mRNA1411,1051,1032,394
mRNA1412,1051,1032,394
mRNA1413,1001,1032,394
mRNA1414,1001,1032,394
mRNA1415,1044,1039,440
mRNA1416,1044,1039,440
mRNA1417,1001,1032,394
mRNA1418,727,570,325
mRNA1419,727,570,325
mRNA1420,684,563,279
mRNA1421,259,1,98
mRNA1422,259,1,98
mRNA1423,198,1,89
mRNA1424,259,1,98
mRNA1425,259,1,98
mRNA1426,259,1,98
mRNA1427,259,1,98
mRNA1428,259,1,98
mRNA1429,259,1,98
mRNA1430,259,1,98
mRNA1431,259,1,98
mRNA1432,259,1,98
mRNA1433,259,1,98
mRNA1434,259,1,98
mRNA1435,259,1,98
mRNA1436,259,1,98
mRNA1437,259,1,98
mRNA1438,259,1,98
mRNA1439,259,1,98
mRNA1440,259,1,98
mRNA1441,259,1,98
mRNA1442,259,1,98
mRNA1443,259,1,98
mRNA1444,259,1,98
mRNA1445,259,1,98
mRNA1446,259,1,98
mRNA1447,259,1,98
mRNA1448,259,1,98
mRNA1449,259,1,98
mRNA1450,259,1,98
mRNA1451,259,1,98
mRNA1452,259,1,98
mRNA1453,259,1,98
mRNA1454,259,1,98
mRNA1455,259,1,98
mRNA1456,259,1,98
mRNA1457,259,1,98
mRNA1458,259,1,98
mRNA1459,160,1,57
mRNA1460,158,0,14
mRNA1461,259,1,98
mRNA1462,259,1,98
mRNA1463,259,1,98
mRNA1464,259,1,98
mRNA1465,259,1,98
mRNA1466,259,1,98
mRNA1467,225,1,86
mRNA1468,225,1,86
mRNA1469,101,1,84
mRNA1470,101,1,86
mRNA1471,191,120,847
mRNA1472,190,120,823
mRNA1473,188,120,822
mRNA1474,188,120,783
mRNA1475,188,120,783
mRNA1476,188,120,783
mRNA1477,188,120,734
mRNA1478,52,0,143
mRNA1479,52,0,143
mRNA1480,52,0,143
mRNA1481,52,0,143
mRNA1482,52,0,143
mRNA1483,52,0,143
mRNA1484,52,0,143
mRNA1485,52,0,143
mRNA1486,52,0,143
mRNA1487,52,0,143
mRNA1488,52,0,143
mRNA1489,52,0,143
mRNA1490,52,0,143
mRNA1491,52,0,143
mRNA1492,52,0,143
mRNA1493,52,0,143
mRNA1494,42,0,57
mRNA1495,1,1,1
mRNA1496,1,1,1
mRNA1497,1,1,1
mRNA1498,1,1,1
mRNA1499,1,1,1
mRNA1500,1,1,1
mRNA1501,0,1,0
mRNA1502,0,75,232
mRNA1503,0,75,232
mRNA1504,0,75,232
mRNA1505,0,75,232
mRNA1506,0,75,232
mRNA1507,0,75,232
mRNA1508,0,75,232
mRNA1509,0,75,232
mRNA1510,0,75,232
mRNA1511,0,75,232
mRNA1512,0,75,232
mRNA1513,0,75,232
mRNA1514,0,0,232
mRNA1515,0,75,232
mRNA1516,0,75,232
mRNA1517,0,75,232
mRNA1518,0,75,232
mRNA1519,0,75,232
mRNA1520,0,75,232
mRNA1521,0,75,232
mRNA1522,0,75,232
mRNA1523,0,75,232
mRNA1524,0,75,232
mRNA1525,0,75,232
mRNA1526,0,75,232
mRNA1527,0,75,232
mRNA1528,0,75,232
mRNA1529,0,75,232
mRNA1530,0,55,232
mRNA1531,0,0,232
mRNA1532,0,0,232
mRNA1533,0,0,232
mRNA1534,0,75,232
mRNA1535,203,659,223
mRNA1536,203,659,223
mRNA1537,203,659,223
mRNA1538,203,659,223
mRNA1539,203,659,223
mRNA1540,203,659,223
mRNA1541,203,663,224
mRNA1542,203,659,223
mRNA1543,203,659,223
mRNA1544,203,659,223
mRNA1545,194,634,131
mRNA1546,45,376,53
mRNA1547,39,376,53
mRNA1548,186,430,200
mRNA1549,185,285,178
mRNA1550,0,0,0
mRNA1551,22,0,0
mRNA1552,209,241,33
mRNA1553,209,241,33
mRNA1554,209,241,33
mRNA1555,104,0,0
mRNA1556,104,0,0
mRNA1557,104,0,0
mRNA1558,0,0,0
mRNA1559,0,0,0
mRNA1560,534,37,216
mRNA1561,534,37,216
mRNA1562,342,27,125
mRNA1563,0,0,0
mRNA1564,0,0,0
mRNA1565,0,0,0
mRNA1566,0,0,0
mRNA1567,2,1,49
mRNA1568,2,1,49
mRNA1569,2,0,49
mRNA1570,2,0,49
mRNA1571,2,0,49
mRNA1572,1,0,42
mRNA1573,0,0,0
mRNA1574,0,0,0
mRNA1575,0,0,0
mRNA1576,0,0,0
mRNA1577,0,0,0
mRNA1578,0,0,0
mRNA1579,0,0,0
mRNA1580,0,0,0
mRNA1581,0,0,0
mRNA1582,0,0,0
mRNA1583,0,0,0
mRNA1584,0,0,0
mRNA1585,0,0,0
mRNA1586,0,0,0
mRNA1587,0,0,0
mRNA1588,0,0,0
mRNA1589,0,0,0
mRNA1590,0,0,0
mRNA1591,1,0,0
mRNA1592,1,0,0
mRNA1593,1,0,0
mRNA1594,1,0,0
mRNA1595,1,0,0
mRNA1596,1,0,0
mRNA1597,0,0,0
mRNA1598,0,0,0
mRNA1599,0,0,0
mRNA1600,0,38,158
mRNA1601,0,38,158
mRNA1602,0,38,158
mRNA1603,0,38,158
mRNA1604,0,38,158
mRNA1605,0,38,158
mRNA1606,0,38,158
mRNA1607,0,38,158
mRNA1608,333,0,124
mRNA1609,333,0,124
mRNA1610,333,0,124
mRNA1611,333,0,124
mRNA1612,333,0,124
mRNA1613,45,0,3
mRNA1614,262,389,364
mRNA1615,262,389,364
mRNA1616,262,389,364
mRNA1617,262,389,364
mRNA1618,262,389,364
mRNA1619,262,389,364
mRNA1620,262,389,364
mRNA1621,255,389,364
mRNA1622,255,389,364
mRNA1623,255,389,364
mRNA1624,255,389,364
mRNA1625,255,389,364
mRNA1626,255,389,364
mRNA1627,255,389,364
mRNA1628,255,389,364
mRNA1629,255,389,364
mRNA1630,247,368,331
mRNA1631,1,0,0
mRNA1632,1,0,0
mRNA1633,1,0,0
mRNA1634,8,5,2
mRNA1635,8,5,2
mRNA1636,8,5,2
mRNA1637,8,5,2
mRNA1638,8,5,2
mRNA1639,8,5,2
mRNA1640,8,5,2
mRNA1641,8,5,2
mRNA1642,8,5,2
mRNA1643,45,381,97
mRNA1644,45,381,97
mRNA1645,45,381,97
mRNA1646,45,381,97
mRNA1647,45,381,97
mRNA1648,45,381,97
mRNA1649,45,381,97
mRNA1650,45,381,97
mRNA1651,0,0,0
mRNA1652,0,0,0
mRNA1653,0,0,0
mRNA1654,0,0,0
mRNA1655,0,0,0
mRNA1656,0,0,0
mRNA1657,110,214,63
mRNA1658,668,2371,1124
mRNA1659,668,2371,1124
mRNA1660,214,805,738
mRNA1661,62,329,208
mRNA1662,62,329,208
mRNA1663,41,533,422
mRNA1664,41,533,422
mRNA1665,41,533,422
mRNA1666,41,533,422
mRNA1667,41,533,422
mRNA1668,227,772,2047
mRNA1669,223,752,2004
mRNA1670,223,752,2004
mRNA1671,272,465,907
mRNA1672,272,465,907
mRNA1673,4,0,63
mRNA1674,4,0,63
mRNA1675,4,0,29
mRNA1676,4,0,29
mRNA1677,6,46,5
mRNA1678,0,0,1
mRNA1679,0,0,1
mRNA1680,208,328,83
mRNA1681,208,328,83
mRNA1682,582,1552,378
mRNA1683,582,1552,378
mRNA1684,582,1552,378
mRNA1685,582,1552,378
mRNA1686,582,1552,378
mRNA1687,582,1552,378
mRNA1688,582,1552,378
mRNA1689,582,1552,378
mRNA1690,506,1237,342
mRNA1691,506,1237,342
mRNA1692,506,1237,342
mRNA1693,0,0,0
mRNA1694,0,0,0
mRNA1695,0,0,0
mRNA1696,2,0,0
mRNA1697,2,0,0
mRNA1698,2,0,0
mRNA1699,2,0,0
mRNA1700,2,0,0
mRNA1701,1,0,0
mRNA1702,0,0,6
mRNA1703,0,0,7
mRNA1704,0,0,6
mRNA1705,0,0,6
mRNA1706,0,0,6
mRNA1707,0,0,6
mRNA1708,101,0,58
mRNA1709,101,0,58
mRNA1710,101,0,58
mRNA1711,101,0,58
mRNA1712,101,0,58
mRNA1713,101,0,58
mRNA1714,101,0,58
mRNA1715,101,0,58
mRNA1716,101,0,58
mRNA1717,101,0,58
mRNA1718,260,0,481
mRNA1719,260,0,481
mRNA1720,259,0,386
mRNA1721,259,0,386
mRNA1722,259,0,476
mRNA1723,259,0,476
mRNA1724,259,0,476
mRNA1725,259,0,476
mRNA1726,259,0,476
mRNA1727,259,0,476
mRNA1728,259,0,476
mRNA1729,259,0,476
mRNA1730,259,0,476
mRNA1731,259,0,476
mRNA1732,259,0,476
mRNA1733,259,0,476
mRNA1734,259,0,386
mRNA1735,76,0,363
mRNA1736,259,0,465
mRNA1737,75,117,97
mRNA1738,75,117,97
mRNA1739,75,117,97
mRNA1740,75,117,97
mRNA1741,75,117,97
mRNA1742,75,117,97
mRNA1743,56,109,78
mRNA1744,56,109,78
mRNA1745,56,109,78
mRNA1746,56,109,78
mRNA1747,6,2,12
mRNA1748,6,2,12
mRNA1749,0,1,4
mRNA1750,507,606,299
mRNA1751,507,606,299
mRNA1752,507,606,299
mRNA1753,502,603,298
mRNA1754,502,603,298
mRNA1755,502,603,298
mRNA1756,502,603,298
mRNA1757,502,603,298
mRNA1758,502,603,298
mRNA1759,502,603,298
mRNA1760,502,603,298
mRNA1761,502,603,298
mRNA1762,502,603,298
mRNA1763,502,603,298
mRNA1764,502,603,298
mRNA1765,502,603,298
mRNA1766,502,603,298
mRNA1767,502,603,298
mRNA1768,502,603,298
mRNA1769,502,603,298
mRNA1770,502,603,298
mRNA1771,502,603,298
mRNA1772,502,603,298
mRNA1773,502,603,298
mRNA1774,502,603,298
mRNA1775,502,603,298
mRNA1776,502,603,298
mRNA1777,502,603,298
mRNA1778,502,603,298
mRNA1779,502,603,298
mRNA1780,502,603,298
mRNA1781,502,603,298
mRNA1782,502,603,298
mRNA1783,502,603,298
mRNA1784,467,577,270
mRNA1785,467,577,270
mRNA1786,467,577,270
mRNA1787,467,577,270
mRNA1788,467,577,270
mRNA1789,467,577,270
mRNA1790,467,577,270
mRNA1791,390,315,161
mRNA1792,467,577,270
mRNA1793,467,577,270
mRNA1794,467,577,270
mRNA1795,691,281,584
mRNA1796,132,522,211
mRNA1797,132,522,211
mRNA1798,61,513,180
mRNA1799,141,522,211
mRNA1800,132,522,211
mRNA1801,187,97,79
mRNA1802,187,97,79
mRNA1803,136,156,173
mRNA1804,92,1,24
mRNA1805,91,0,4
mRNA1806,43,155,107
mRNA1807,43,155,108
mRNA1808,43,155,108
mRNA1809,43,155,108
mRNA1810,43,155,108
mRNA1811,43,155,108
mRNA1812,43,155,108
mRNA1813,43,155,108
mRNA1814,43,155,108
mRNA1815,1121,0,765
mRNA1816,1121,0,765
mRNA1817,1066,0,647
mRNA1818,476,282,318
mRNA1819,476,282,318
mRNA1820,476,282,318
mRNA1821,476,282,318
mRNA1822,476,282,318
mRNA1823,97,282,104
mRNA1824,97,282,104
mRNA1825,97,282,104
mRNA1826,97,282,104
mRNA1827,97,282,104
mRNA1828,93,282,94
mRNA1829,36,355,17
mRNA1830,36,355,17
mRNA1831,36,333,11
mRNA1832,36,355,17
mRNA1833,65,0,7
mRNA1834,65,0,1
mRNA1835,65,0,7
mRNA1836,65,0,7
mRNA1837,65,0,7
mRNA1838,65,0,7
mRNA1839,65,0,1
mRNA1840,65,0,1
mRNA1841,65,0,1
mRNA1842,64,0,1
mRNA1843,64,0,0
mRNA1844,94,33,1
mRNA1845,94,33,1
mRNA1846,94,33,1
mRNA1847,94,33,1
mRNA1848,94,33,1
mRNA1849,1,2,1
mRNA1850,118,33,1
mRNA1851,93,31,0
mRNA1852,98,310,300
mRNA1853,98,310,300
mRNA1854,363,2755,273
mRNA1855,363,2755,273
mRNA1856,360,2717,265
mRNA1857,360,2717,265
mRNA1858,289,2639,65
mRNA1859,60,1226,9
mRNA1860,0,0,0
mRNA1861,0,0,0
mRNA1862,0,0,0
mRNA1863,0,0,0
mRNA1864,10654,3850,1906
mRNA1865,10656,3849,1906
mRNA1866,10654,3849,1906
mRNA1867,10401,3743,1833
mRNA1868,8,0,0
mRNA1869,8,0,0
mRNA1870,8,0,0
mRNA1871,8,0,0
mRNA1872,8,0,0
mRNA1873,8,0,0
mRNA1874,8,0,0
mRNA1875,8,0,0
mRNA1876,122,1,23
mRNA1877,122,1,23
mRNA1878,122,1,23
mRNA1879,1,0,0
mRNA1880,1,0,0
mRNA1881,0,0,0
mRNA1882,0,0,0
mRNA1883,58,0,1
mRNA1884,58,0,1
mRNA1885,58,0,1
mRNA1886,58,0,1
mRNA1887,58,0,1
mRNA1888,58,0,1
mRNA1889,0,0,0
mRNA1890,0,0,0
mRNA1891,0,0,0
mRNA1892,163,320,1262
mRNA1893,0,0,0
mRNA1894,0,0,0
mRNA1895,0,0,0
mRNA1896,0,0,0
mRNA1897,0,0,0
mRNA1898,0,0,0
mRNA1899,216,0,0
mRNA1900,257,0,0
mRNA1901,257,0,0
mRNA1902,257,0,0
mRNA1903,249,0,0
mRNA1904,249,0,0
mRNA1905,132,0,0
mRNA1906,6956,5514,12003
mRNA1907,1,0,743
mRNA1908,1,0,743
mRNA1909,1,0,743
mRNA1910,0,0,0
mRNA1911,17,6,30
mRNA1912,17,6,30
mRNA1913,17,6,30
mRNA1914,17,6,30
mRNA1915,0,0,0
mRNA1916,0,0,0
mRNA1917,0,0,0
mRNA1918,0,0,0
mRNA1919,0,0,0
mRNA1920,0,0,0
mRNA1921,0,0,0
mRNA1922,0,0,0
mRNA1923,0,0,0
mRNA1924,0,0,0
mRNA1925,0,0,0
mRNA1926,0,0,0
mRNA1927,0,0,0
mRNA1928,0,0,0
mRNA1929,0,0,0
mRNA1930,0,0,0
mRNA1931,302,2,205
mRNA1932,302,2,205
mRNA1933,302,2,205
mRNA1934,302,2,205
mRNA1935,302,2,205
mRNA1936,1144,1740,1840
mRNA1937,93,0,317
mRNA1938,93,0,311
mRNA1939,93,0,308
mRNA1940,93,0,308
mRNA1941,303,56,183
mRNA1942,303,56,183
mRNA1943,120,0,1
mRNA1944,120,0,1
mRNA1945,120,0,1
mRNA1946,120,0,1
mRNA1947,120,0,1
mRNA1948,120,0,1
mRNA1949,120,0,1
mRNA1950,120,0,1
mRNA1951,120,0,1
mRNA1952,120,0,1
mRNA1953,63,0,1
mRNA1954,5,0,0
mRNA1955,6,13,650
mRNA1956,0,0,101
mRNA1957,524,1921,2243
mRNA1958,524,1921,2235
mRNA1959,524,1921,2235
mRNA1960,550,2066,2269
mRNA1961,462,1594,1619
mRNA1962,462,1594,1619
mRNA1963,0,0,0
mRNA1964,0,0,0
mRNA1965,0,0,0
mRNA1966,0,0,0
mRNA1967,0,0,0
mRNA1968,0,0,34
mRNA1969,0,0,34
mRNA1970,0,0,0
mRNA1971,0,2,68
mRNA1972,0,2,68
mRNA1973,2,0,5
mRNA1974,2,0,5
mRNA1975,2,0,19
mRNA1976,2,0,19
mRNA1977,2,0,19
mRNA1978,841,975,3367
mRNA1979,0,0,0
mRNA1980,0,0,0
mRNA1981,0,0,0
mRNA1982,0,0,0
mRNA1983,0,0,0
mRNA1984,0,0,0
mRNA1985,0,0,0
mRNA1986,0,0,0
mRNA1987,0,0,0
mRNA1988,59,219,0
mRNA1989,59,219,1
mRNA1990,59,219,1
mRNA1991,0,0,1
mRNA1992,0,0,0
mRNA1993,0,0,0
mRNA1994,0,0,0
mRNA1995,0,0,0
mRNA1996,0,0,0
mRNA1997,5,0,0
mRNA1998,152,679,366
mRNA1999,152,679,366
mRNA2000,7,0,3
mRNA2001,7,0,3
mRNA2002,7,0,3
mRNA2003,7,0,3
mRNA2004,7,0,3
mRNA2005,7,0,3
mRNA2006,7,0,3
mRNA2007,7,0,3
mRNA2008,7,0,3
mRNA2009,7,0,3
mRNA2010,7,0,3
mRNA2011,0,0,0
mRNA2012,0,0,0
mRNA2013,0,0,0
mRNA2014,0,0,0
mRNA2015,0,0,0
mRNA2016,0,0,0
mRNA2017,0,0,0
mRNA2018,0,0,0
mRNA2019,0,0,0
mRNA2020,0,0,0
mRNA2021,0,0,0
mRNA2022,25,0,231
mRNA2023,25,0,231
mRNA2024,25,0,231
mRNA2025,25,0,231
mRNA2026,188,54,113
mRNA2027,188,54,113
mRNA2028,188,54,113
mRNA2029,188,54,113
mRNA2030,188,54,113
mRNA2031,175,54,111
mRNA2032,26,353,108
mRNA2033,34,1,206
mRNA2034,34,1,206
mRNA2035,34,1,206
mRNA2036,34,1,206
mRNA2037,0,0,18
mRNA2038,0,0,18
mRNA2039,0,0,18
mRNA2040,0,0,18
mRNA2041,0,0,18
mRNA2042,0,0,18
mRNA2043,0,0,18
mRNA2044,0,0,18
mRNA2045,999,376,243
mRNA2046,999,376,243
mRNA2047,999,376,243
mRNA2048,999,376,227
mRNA2049,999,376,227
mRNA2050,999,376,227
mRNA2051,999,376,227
mRNA2052,0,0,0
mRNA2053,0,0,0
mRNA2054,0,0,0
mRNA2055,0,0,0
mRNA2056,0,0,0
mRNA2057,13,0,954
mRNA2058,13,0,954
mRNA2059,13,0,954
mRNA2060,4,3,41
mRNA2061,4,3,41
mRNA2062,4,3,41
mRNA2063,4,3,41
mRNA2064,4,3,41
mRNA2065,4,3,41
mRNA2066,4,3,41
mRNA2067,4,3,41
mRNA2068,4,3,41
mRNA2069,4,3,41
mRNA2070,4,3,41
mRNA2071,4,3,41
mRNA2072,4,3,41
mRNA2073,2,1,1
mRNA2074,2,1,1
mRNA2075,1,1,1
mRNA2076,1,1,1
mRNA2077,716,1584,611
mRNA2078,264,480,765
mRNA2079,264,480,765
mRNA2080,264,480,765
mRNA2081,0,1865,159
mRNA2082,0,0,77
mRNA2083,0,0,77
mRNA2084,0,0,74
mRNA2085,151,44,394
mRNA2086,151,44,394
mRNA2087,151,44,394
mRNA2088,151,44,394
mRNA2089,151,44,394
mRNA2090,112,44,254
mRNA2091,478,1139,416
mRNA2092,478,1139,416
mRNA2093,478,1139,416
mRNA2094,387,1139,293
mRNA2095,387,1139,293
mRNA2096,387,1139,293
mRNA2097,196,0,185
mRNA2098,0,0,0
mRNA2099,0,0,0
mRNA2100,0,0,0
mRNA2101,0,0,0
mRNA2102,251,505,124
mRNA2103,251,505,124
mRNA2104,253,505,151
mRNA2105,251,505,122
mRNA2106,251,505,122
mRNA2107,1,0,130
mRNA2108,102,326,131
mRNA2109,102,326,131
mRNA2110,102,326,131
mRNA2111,0,0,130
mRNA2112,1,0,129
mRNA2113,1,0,129
mRNA2114,1,0,129
mRNA2115,144,1199,424
mRNA2116,144,1199,424
mRNA2117,144,1199,424
mRNA2118,275,0,581
mRNA2119,143,260,301
mRNA2120,143,260,301
mRNA2121,143,260,301
mRNA2122,143,260,301
mRNA2123,143,260,301
mRNA2124,143,260,301
mRNA2125,143,260,298
mRNA2126,143,260,298
mRNA2127,143,260,298
mRNA2128,143,260,298
mRNA2129,143,260,298
mRNA2130,143,260,298
mRNA2131,143,260,301
mRNA2132,143,260,301
mRNA2133,143,260,301
mRNA2134,143,260,301
mRNA2135,143,260,301
mRNA2136,143,260,301
mRNA2137,143,260,301
mRNA2138,143,260,301
mRNA2139,143,260,301
mRNA2140,143,260,301
mRNA2141,143,260,301
mRNA2142,143,260,301
mRNA2143,143,260,298
mRNA2144,143,260,298
mRNA2145,143,260,298
mRNA2146,143,260,298
mRNA2147,143,260,298
mRNA2148,143,260,298
mRNA2149,137,260,297
mRNA2150,143,260,301
mRNA2151,143,260,301
mRNA2152,143,260,301
mRNA2153,143,260,301
mRNA2154,143,260,301
mRNA2155,143,260,301
mRNA2156,143,260,301
mRNA2157,143,260,301
mRNA2158,143,260,301
mRNA2159,143,260,301
mRNA2160,143,260,301
mRNA2161,143,260,301
mRNA2162,143,260,301
mRNA2163,143,260,301
mRNA2164,143,260,301
mRNA2165,143,260,301
mRNA2166,143,260,301
mRNA2167,143,260,301
mRNA2168,143,260,301
mRNA2169,143,260,301
mRNA2170,143,260,301
mRNA2171,143,260,301
mRNA2172,143,260,301
mRNA2173,143,260,298
mRNA2174,143,260,298
mRNA2175,0,0,2
mRNA2176,0,0,2
mRNA2177,0,0,2
mRNA2178,529,463,193
mRNA2179,529,463,193
mRNA2180,61,468,155
mRNA2181,61,468,155
mRNA2182,61,468,155
mRNA2183,61,468,155
mRNA2184,61,468,155
mRNA2185,61,468,155
mRNA2186,61,468,155
mRNA2187,61,468,155
mRNA2188,61,468,155
mRNA2189,61,468,155
mRNA2190,61,468,155
mRNA2191,61,468,155
mRNA2192,61,468,155
mRNA2193,61,468,155
mRNA2194,61,468,155
mRNA2195,61,468,155
mRNA2196,61,468,155
mRNA2197,61,468,155
